Id,LotFrontage,LotArea,Alley,LotShape,LotConfig,Neighborhood,Condition1,BldgType,OverallQual,RoofStyle,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,Fence,SalePrice,HouseAge,RecentRemodel,TotalPorchSF,TotalBathAbGr,TotalFinSF,BsmtBath
979,68.0,9450,0,1,1,1,2,0,1,1,0,0.0,2,0,2,2,1,894,4,1,894,2,5,0,0,2,400,2,2,1,0,0,110000,53,53,0,1.0,1446,0
327,32.0,10846,0,0,0,0,2,1,3,1,0,0.0,3,1,3,2,3,1719,4,1,1719,3,6,1,3,3,473,2,2,1,122,0,324000,15,15,30,1.5,3338,1
1427,81.0,10944,0,0,1,0,2,0,3,1,1,448.0,3,1,3,2,1,1223,4,1,2127,3,5,1,2,3,525,2,2,1,171,0,271000,14,14,132,2.5,3127,1
1084,80.0,8800,0,1,1,0,2,0,2,0,1,425.0,2,0,2,2,1,1251,2,1,1251,2,6,1,3,3,461,2,2,1,0,1,160000,42,42,116,1.0,1804,1
500,70.0,7535,0,0,1,0,2,0,2,1,0,0.0,2,0,2,2,1,912,1,1,912,2,5,0,0,3,297,2,2,1,12,1,120000,49,22,285,1.0,1302,1
969,50.0,5925,0,1,1,3,2,0,1,1,0,0.0,2,0,2,2,1,600,1,0,968,2,6,0,0,0,0,0,0,1,0,1,37900,99,59,0,1.0,968,0
833,44.0,9548,0,0,0,2,2,0,3,1,1,223.0,3,1,3,2,1,941,4,1,1829,3,7,1,2,3,613,2,2,1,192,0,237000,7,7,39,2.5,2312,1
365,0.0,18800,0,0,2,0,2,0,2,1,1,120.0,2,1,3,2,1,796,2,1,1574,2,6,1,2,3,566,2,2,1,306,0,190000,30,30,111,2.5,2286,1
496,60.0,7879,0,1,1,3,2,0,1,1,0,0.0,2,0,2,2,1,720,2,0,720,2,4,0,0,0,0,0,0,0,0,1,34900,89,59,638,1.0,1215,0
1360,129.0,16737,0,1,3,0,2,0,4,0,1,66.0,3,1,4,2,2,1980,4,1,1980,4,8,1,3,3,770,2,2,1,194,0,315000,2,1,45,2.0,3427,1
339,91.0,14145,0,1,2,0,2,0,3,1,0,0.0,3,0,3,2,1,1208,4,1,1621,3,8,0,0,3,440,2,2,1,108,0,202500,22,8,45,2.0,1834,1
422,0.0,16635,0,0,2,0,2,0,2,1,1,126.0,3,0,3,2,1,1602,3,1,1602,3,8,1,2,3,529,2,2,1,240,0,215000,32,9,0,2.0,2848,1
165,40.0,5400,1,1,2,3,2,0,2,1,0,0.0,2,0,2,2,1,1149,3,1,1616,3,5,0,0,2,216,2,2,1,0,0,152000,81,3,183,2.0,1986,0
29,47.0,16321,0,0,0,0,2,0,2,1,0,0.0,2,0,2,2,3,1484,2,1,1600,2,6,1,3,3,319,2,2,1,288,0,207500,49,9,258,1.0,2877,1
517,0.0,10448,0,0,2,0,2,0,2,1,1,333.0,2,0,2,2,1,689,2,1,2119,2,7,1,2,3,583,2,2,1,0,1,158000,37,37,104,2.5,2119,0
194,24.0,2522,0,1,1,1,2,3,3,1,1,50.0,3,1,3,2,1,970,4,1,1709,3,7,0,0,2,380,2,2,1,0,0,130000,2,2,40,2.0,1709,0
1251,93.0,11160,0,1,2,0,2,0,3,0,0,0.0,3,0,2,2,1,2110,4,1,2110,4,8,1,2,3,522,2,2,1,0,0,244000,42,42,0,2.5,3175,1
1327,70.0,4270,0,1,1,1,2,0,1,1,0,0.0,2,0,2,2,1,544,4,1,774,3,6,0,0,0,0,0,0,1,0,0,79000,76,1,286,1.0,1318,0
1326,40.0,3636,0,1,1,3,2,0,1,1,0,0.0,2,0,2,1,1,796,1,0,796,2,5,0,0,0,0,0,0,0,0,1,55000,86,58,100,1.0,796,0
170,0.0,16669,0,0,2,2,2,0,3,0,1,653.0,3,0,3,2,1,1686,2,1,1707,2,6,1,2,3,511,2,2,1,574,0,228000,25,25,64,2.5,1707,0
168,86.0,10562,0,1,1,0,2,0,3,1,1,300.0,3,1,4,2,1,1582,4,1,2161,4,8,1,3,3,789,2,2,1,178,0,325624,0,0,120,1.5,3449,1
653,70.0,8750,0,1,1,2,2,0,3,1,0,0.0,3,1,3,2,1,880,4,1,1716,3,7,1,2,3,512,2,2,1,0,0,191000,13,13,120,2.5,1716,0
174,80.0,10197,0,0,1,0,2,0,2,1,1,491.0,2,0,2,2,1,1362,2,1,1362,2,6,1,2,3,504,2,2,1,0,0,163000,47,47,20,1.5,2024,1
519,0.0,9531,0,0,0,2,2,0,2,1,0,0.0,2,1,3,2,1,794,4,1,1796,2,7,0,0,3,546,2,2,1,0,1,211000,9,9,36,2.5,2502,1
1182,64.0,5587,0,0,1,2,2,1,3,0,1,186.0,4,1,4,2,3,1600,4,1,1652,3,5,1,3,3,482,2,2,1,162,0,392500,0,0,206,2.0,3132,1
1150,50.0,9000,0,1,1,3,1,0,3,0,0,0.0,2,1,2,2,1,650,4,1,1482,2,7,0,0,2,324,2,2,1,0,0,143000,89,21,0,1.0,2106,1
913,51.0,6120,0,1,1,3,2,0,2,1,0,0.0,2,0,2,2,1,768,2,0,1015,2,6,0,0,2,450,2,2,1,0,1,88000,81,56,232,1.0,1504,0
492,79.0,9490,0,1,1,0,1,0,2,1,0,0.0,2,0,2,2,1,806,2,1,1578,1,5,1,2,3,240,2,2,1,0,1,133000,65,56,32,1.0,2146,1
74,85.0,10200,0,1,1,0,2,0,2,1,1,104.0,2,0,2,2,1,1086,3,1,1086,2,6,0,0,3,490,2,2,1,0,1,144900,56,7,0,1.0,1768,1
1220,21.0,1680,0,1,1,0,2,3,2,1,1,236.0,2,0,2,2,1,672,2,1,1218,2,7,0,0,0,0,0,0,0,201,0,91500,35,35,0,1.5,1218,0
588,74.0,8740,0,0,1,1,2,0,2,0,0,0.0,2,0,2,2,2,840,2,1,860,2,4,0,0,2,528,2,2,1,0,0,137000,27,27,0,1.0,1532,1
751,55.0,8800,1,1,2,3,2,0,1,1,0,0.0,2,0,2,1,1,576,3,1,1140,2,7,0,0,0,0,0,0,0,0,0,96500,100,6,160,1.0,1140,0
658,60.0,7200,0,1,1,2,2,0,3,1,0,0.0,2,0,3,2,1,776,2,1,1502,2,6,1,3,3,270,2,2,0,0,1,149000,77,8,112,1.5,1502,0
843,82.0,9020,0,1,1,0,2,0,2,1,1,183.0,2,0,2,2,3,1127,2,1,1165,2,6,0,0,3,490,3,3,1,0,1,174900,42,42,129,1.5,2016,1
235,0.0,7851,0,1,1,0,2,0,2,1,0,0.0,3,1,3,2,1,860,4,1,1960,3,8,1,2,1,440,2,2,1,288,0,216500,8,8,48,2.5,2585,1
733,75.0,11404,0,0,1,2,2,0,3,1,1,202.0,3,1,3,2,2,1153,4,1,2031,3,8,1,2,3,541,2,2,1,192,0,222500,10,9,84,2.5,2283,0
215,0.0,10900,0,0,2,2,2,0,2,1,1,153.0,2,0,3,2,1,689,4,1,1392,2,6,0,0,3,299,2,2,1,0,1,161750,33,33,36,1.5,1770,0
163,95.0,12182,0,1,2,0,2,0,3,1,1,226.0,3,1,3,2,1,1541,4,1,1541,3,7,1,3,3,532,2,2,1,0,0,220000,5,5,70,2.0,2742,0
133,75.0,7388,0,1,2,0,2,0,2,1,0,0.0,2,0,2,2,1,1063,3,1,1327,3,7,0,0,2,624,2,2,1,0,0,150750,48,5,0,1.0,1732,1
1099,50.0,6000,0,1,1,3,2,0,1,1,0,0.0,2,0,2,2,1,672,2,1,1324,2,6,0,0,2,240,2,2,1,0,0,128000,73,59,0,1.0,1996,0
223,85.0,11475,0,1,1,0,0,0,2,1,0,0.0,2,0,3,2,1,713,2,1,1552,2,6,1,2,3,434,2,2,1,209,1,179900,31,31,208,2.5,2102,1
1313,0.0,9572,0,0,1,0,2,0,3,1,1,336.0,3,1,4,2,1,1453,4,1,2810,3,9,1,4,3,750,3,3,1,500,0,302000,17,17,0,2.5,3292,0
186,90.0,22950,0,0,1,3,1,0,4,1,0,0.0,3,0,2,2,1,1107,4,1,3608,4,12,1,2,2,840,4,2,1,0,1,475000,114,13,670,2.5,3036,0
42,115.0,16905,0,1,1,2,2,0,2,1,0,0.0,2,0,2,2,3,1350,3,1,1328,2,5,1,3,3,308,2,2,0,0,0,170000,48,48,104,1.5,2295,1
693,42.0,26178,0,0,1,2,2,0,3,0,1,293.0,3,1,3,2,3,1210,4,1,2519,3,9,1,3,3,628,2,2,1,320,0,335000,17,16,27,2.5,3484,1
109,85.0,8500,0,1,2,3,1,0,2,1,0,0.0,2,0,2,2,1,793,2,0,1517,1,7,0,0,0,0,0,0,0,0,0,115000,88,2,144,2.0,1517,0
39,68.0,7922,0,1,1,0,2,0,2,1,0,0.0,2,0,2,2,1,1057,2,1,1057,3,5,0,0,2,246,2,2,1,0,0,109000,57,3,52,1.0,1788,1
569,79.0,12327,0,0,1,1,2,0,3,1,0,0.0,3,0,3,2,3,1496,4,1,2132,3,5,1,3,1,612,3,2,1,349,0,316600,26,0,40,1.5,3573,1
948,85.0,14536,0,1,1,2,2,0,3,0,1,236.0,3,1,3,2,2,1616,4,1,1629,3,9,1,3,3,808,2,2,1,0,0,270000,5,4,252,2.0,2929,1
1234,0.0,12160,0,0,1,0,2,0,2,0,1,180.0,2,0,2,2,1,1188,1,1,1188,2,6,0,0,3,531,2,2,1,0,1,142000,51,51,0,1.0,2188,1
1404,49.0,15256,0,0,0,0,0,0,3,1,1,84.0,3,1,3,2,3,1485,4,1,1464,3,6,0,0,3,754,2,2,1,168,0,282922,0,0,160,2.0,2393,1
484,32.0,4500,0,1,2,2,2,3,2,0,1,116.0,2,1,4,2,1,1216,4,1,1216,2,5,0,0,3,402,2,2,1,0,0,164000,8,8,125,2.0,2113,1
469,98.0,11428,0,0,1,0,2,0,3,1,1,248.0,3,1,3,2,1,1626,4,1,1634,3,7,1,3,3,866,2,2,1,0,0,250000,1,1,44,2.0,1634,0
891,60.0,8064,0,1,2,0,1,0,2,1,0,0.0,2,0,2,2,1,672,4,1,924,2,6,1,0,2,576,2,2,1,0,1,122900,58,1,0,1.0,924,0
25,0.0,8246,0,0,1,1,2,0,2,1,0,0.0,2,0,2,2,1,1060,4,1,1060,3,6,1,2,3,270,2,2,1,406,1,154000,42,9,90,1.0,1916,1
963,24.0,2308,0,1,2,0,2,1,2,1,0,0.0,2,0,3,2,1,804,2,1,1548,3,7,1,2,2,440,2,2,1,48,0,155000,31,31,0,2.5,2104,1
1101,60.0,8400,0,1,1,2,2,0,0,1,0,0.0,2,0,2,1,1,290,2,0,438,1,3,0,0,2,246,2,2,0,0,0,60000,89,59,0,1.0,728,0
69,47.0,4608,0,1,2,3,1,0,1,1,0,0.0,2,0,2,2,1,747,2,1,747,2,4,0,0,3,220,2,2,1,0,0,80000,65,60,0,1.0,747,0
885,65.0,7150,0,1,1,0,2,0,2,1,1,60.0,2,0,2,2,1,892,2,1,892,2,5,0,0,3,288,2,2,1,0,1,100000,42,42,0,1.0,1324,0
1232,70.0,7728,0,1,1,0,2,1,2,0,1,120.0,2,0,2,2,2,1106,2,1,1190,2,6,0,0,3,540,2,2,1,0,1,132500,44,44,18,1.0,1993,1
367,0.0,9500,0,0,1,0,2,0,2,1,1,247.0,2,0,3,2,1,1394,3,1,1394,2,6,1,3,3,514,2,2,1,0,0,159000,46,46,261,1.5,2003,1
506,60.0,7596,1,1,1,3,1,1,2,0,1,360.0,2,0,2,2,1,960,3,1,1960,2,10,0,0,2,400,2,2,0,0,0,124500,57,57,0,2.0,1960,0
851,36.0,4435,0,1,1,2,2,1,2,1,1,170.0,3,1,3,2,2,848,4,1,848,3,3,0,0,3,420,2,2,1,140,0,131500,4,4,0,1.0,1507,1
1282,50.0,8049,0,0,0,2,2,0,3,0,1,54.0,2,0,3,2,1,1309,2,1,1339,2,6,1,2,3,484,3,3,1,0,0,180000,16,16,148,2.0,2392,1
384,60.0,9000,0,1,2,1,2,0,2,1,0,0.0,2,0,1,1,1,784,2,0,784,2,5,0,0,2,360,1,1,0,0,0,76000,81,59,91,1.0,784,0
735,0.0,8978,0,0,2,1,2,0,2,1,0,0.0,2,1,2,2,1,948,2,1,948,2,6,0,0,3,300,2,2,1,147,0,108000,39,39,0,1.0,948,0
718,80.0,10000,0,1,1,0,2,0,2,1,0,0.0,2,0,3,2,1,1176,3,1,1178,3,5,1,1,3,439,2,2,1,224,1,157000,35,8,0,1.5,2262,1
1301,0.0,10762,0,0,0,0,2,0,3,1,0,344.0,3,1,3,2,1,978,4,1,1983,3,9,1,2,3,490,2,2,1,0,0,225000,10,10,0,2.5,2677,0
455,63.0,9297,0,1,1,2,2,1,2,1,0,0.0,2,0,2,2,1,1728,2,1,1728,2,8,0,0,2,560,2,2,1,0,0,188000,30,30,0,2.0,3334,1
265,30.0,5232,1,0,1,3,1,0,2,1,0,0.0,2,0,1,2,1,680,3,0,764,2,4,0,0,2,504,2,2,0,0,0,73000,83,4,0,1.0,764,0
76,21.0,1596,0,1,1,2,2,3,1,1,0,0.0,2,0,3,2,3,462,2,1,988,2,5,0,0,1,297,2,2,1,120,1,91000,36,36,101,1.0,1450,1
915,30.0,3000,1,1,1,0,2,1,2,1,1,76.0,3,1,3,2,2,612,4,1,1224,3,4,0,0,2,528,2,2,1,0,0,173733,0,0,234,2.5,1518,0
233,21.0,1680,0,1,1,0,2,3,2,1,1,297.0,2,0,2,2,1,483,2,1,987,2,5,1,0,3,288,2,2,1,0,0,94500,34,34,0,1.5,987,0
445,70.0,8750,0,1,1,2,2,0,3,1,0,0.0,3,1,3,2,1,915,4,1,1908,3,8,1,2,3,493,2,2,1,144,0,210000,14,13,133,2.5,2550,1
396,68.0,9571,0,1,1,1,2,0,2,1,0,0.0,2,0,2,2,2,1144,2,1,1144,2,6,0,0,3,596,2,2,1,44,0,129000,54,54,0,1.0,1883,1
612,0.0,10395,0,0,2,0,2,0,2,1,1,233.0,2,0,3,2,2,1032,2,1,1032,2,6,1,2,3,564,2,2,1,0,1,148000,29,29,0,2.0,1637,1
177,97.0,10029,0,0,2,0,2,0,2,1,1,268.0,3,1,3,2,1,1151,2,1,2060,2,8,1,2,3,521,2,2,1,0,0,211000,19,18,420,2.5,2891,1
19,66.0,13695,0,1,1,1,0,0,2,1,0,0.0,2,1,2,2,1,1114,4,1,1114,3,6,0,0,2,576,2,2,1,0,0,159000,4,4,102,1.5,1760,1
1278,0.0,17871,0,0,0,0,2,0,2,1,1,359.0,2,0,3,2,2,1680,1,1,1724,2,7,1,3,3,480,2,2,1,0,0,197900,42,33,0,1.5,2252,1
1030,21.0,1680,0,1,1,0,2,3,2,1,1,281.0,2,0,2,2,1,672,3,1,1218,2,7,0,0,2,264,2,2,1,0,0,118000,34,34,28,1.5,1535,1
342,60.0,8400,0,1,1,1,1,0,1,1,0,0.0,1,0,2,1,1,721,3,1,841,2,4,0,0,1,294,2,2,0,250,0,82000,59,59,24,1.0,841,0
1098,0.0,3696,0,1,1,0,2,1,3,1,0,0.0,3,0,3,2,1,1074,4,1,1088,3,5,0,0,3,461,2,2,1,0,0,170000,21,21,211,1.5,1088,0
880,0.0,7000,0,0,0,2,2,0,2,1,1,90.0,3,0,2,2,1,864,4,1,864,2,6,0,0,3,336,2,2,1,0,1,136500,31,4,0,1.0,1510,1
596,69.0,11302,0,0,1,0,2,0,3,1,1,238.0,3,1,3,2,3,1814,4,1,1826,3,7,1,2,3,758,2,2,1,180,0,319000,1,0,195,2.0,3248,1
62,60.0,7200,0,1,1,3,2,0,2,1,0,0.0,2,0,2,1,1,530,2,0,1111,1,6,0,0,2,288,2,2,0,0,0,101000,87,11,144,1.0,1111,0
1228,72.0,8872,0,1,2,0,2,0,2,1,1,300.0,2,0,2,2,1,912,4,1,912,3,5,0,0,2,576,2,2,1,0,0,147000,43,0,240,1.0,1507,1
273,92.0,11764,0,0,0,0,2,0,3,1,1,348.0,3,1,3,2,1,1152,4,1,2270,3,9,1,3,3,671,2,2,1,132,0,290000,11,3,57,2.5,2794,0
1177,37.0,6951,0,0,0,2,2,0,2,1,0,0.0,2,0,2,2,1,876,2,1,923,2,5,0,0,3,264,2,2,1,362,1,119500,24,23,0,1.0,1581,1
873,74.0,8892,0,1,2,0,2,0,2,1,0,0.0,3,0,2,2,2,105,3,1,910,3,5,0,0,3,414,2,2,1,196,1,116000,55,12,150,1.0,910,0
1091,60.0,8544,0,1,2,0,2,1,1,1,0,0.0,2,0,0,0,0,0,1,0,1040,2,6,0,0,2,400,2,2,1,0,0,92900,59,59,0,2.0,1040,0
1371,90.0,5400,0,1,2,3,1,0,1,1,0,0.0,1,1,2,2,1,840,4,1,1374,2,6,0,0,2,338,2,2,1,0,0,105000,89,59,198,1.0,1794,0
279,107.0,14450,0,1,1,0,2,0,4,1,1,315.0,4,1,4,2,3,2121,4,1,2121,4,8,1,4,3,732,2,2,1,124,0,415298,1,0,240,2.5,2121,0
1129,59.0,11796,0,0,1,0,2,0,3,1,0,0.0,3,1,3,2,2,847,4,1,1959,3,8,1,3,1,434,2,2,1,100,0,215000,3,2,48,2.5,1959,0
695,51.0,6120,0,1,2,3,2,0,2,1,0,0.0,2,0,2,2,1,927,2,1,1539,2,5,0,0,2,576,2,2,1,112,1,141500,73,59,0,1.5,1539,0
369,78.0,7800,0,1,1,0,2,0,2,1,1,200.0,2,1,2,2,1,1268,3,1,1268,2,7,1,3,3,244,2,2,1,0,0,132000,56,56,98,1.0,1808,0
1346,50.0,6000,0,1,1,3,2,0,1,0,0,0.0,2,1,2,2,1,960,3,1,960,1,5,0,0,2,308,2,2,1,0,0,108500,87,57,168,1.0,1210,0
37,112.0,10859,0,1,2,2,2,0,2,1,0,0.0,2,1,3,2,1,1097,4,1,1097,2,6,0,0,3,672,2,2,1,392,0,145000,15,14,64,1.5,1097,0
736,60.0,10800,0,1,1,3,2,0,3,1,0,0.0,2,0,3,2,1,880,1,0,1768,2,6,1,2,2,320,2,2,0,0,0,163000,92,36,341,1.5,2158,0
1412,80.0,9600,0,1,1,0,2,0,2,1,0,0.0,2,0,2,2,1,856,4,1,1668,2,6,0,0,3,271,2,2,1,0,1,140000,59,4,0,1.5,1788,0
663,120.0,13560,0,1,2,0,2,0,2,0,1,216.0,2,0,1,1,1,1392,3,1,1392,2,5,1,2,3,576,2,2,1,0,0,110000,41,41,240,1.0,1392,1
1286,50.0,6000,0,1,1,3,2,0,2,1,0,0.0,2,0,2,2,1,780,4,1,1412,2,6,1,3,2,280,2,2,1,45,0,132500,70,59,0,1.0,1412,0
1317,61.0,10226,0,0,1,2,2,0,3,1,1,270.0,3,1,4,2,3,1622,4,1,1630,4,8,1,3,3,860,2,2,1,172,0,295493,1,1,42,2.0,1630,1
978,35.0,4274,1,0,1,0,2,1,3,1,0,0.0,3,1,3,2,1,1241,4,1,1241,3,4,0,0,3,569,2,2,1,0,0,199900,1,0,116,1.5,2347,1
548,54.0,7244,0,1,1,2,2,0,2,1,0,0.0,2,0,3,2,2,768,4,1,768,2,5,0,0,2,624,2,2,1,104,0,129500,37,37,0,1.0,1387,1
1162,0.0,14778,0,0,0,2,2,0,2,0,1,72.0,3,0,2,2,1,1296,4,1,1640,3,7,1,3,2,924,2,2,1,108,0,224000,54,2,216,1.0,2368,1
689,60.0,8089,0,1,1,0,2,0,3,1,1,0.0,3,1,3,2,2,1419,4,1,1419,3,7,1,3,3,567,2,2,1,140,0,392000,0,0,0,2.0,2364,1
739,60.0,10800,0,1,1,1,2,1,2,1,0,0.0,2,0,3,3,3,1200,2,1,1200,2,5,0,0,0,0,0,0,1,120,0,179000,22,21,0,3.0,2400,1
192,0.0,7472,0,0,0,0,2,0,3,1,1,138.0,2,0,2,2,1,725,3,1,1479,3,7,0,0,3,484,2,2,1,0,0,184000,35,3,32,1.5,2105,1
920,87.0,11029,0,0,2,0,2,0,2,0,0,0.0,4,0,3,2,1,1184,4,1,1414,2,6,1,2,3,601,2,2,1,0,0,176500,50,6,241,1.0,2353,1
457,34.0,4571,1,1,1,3,2,0,2,1,0,0.0,2,0,2,2,1,624,1,0,1344,2,7,0,0,2,513,1,1,1,0,0,98000,92,58,96,1.0,1344,0
869,0.0,14762,0,0,2,0,1,0,2,1,0,0.0,2,0,0,0,0,0,3,1,2320,2,7,1,2,3,672,2,2,0,120,0,169000,58,56,144,2.0,2267,0
394,0.0,7446,0,1,2,3,1,0,1,1,0,0.0,2,0,2,2,1,788,2,1,788,2,4,1,2,0,0,0,0,1,0,1,100000,65,56,0,1.0,1054,0
676,24.0,2289,0,1,1,0,2,3,2,1,0,0.0,2,0,2,2,1,855,2,1,1441,2,7,1,2,3,440,2,2,1,28,0,148500,31,31,0,2.5,1752,0
761,70.0,9100,0,1,1,0,2,0,2,0,0,0.0,2,0,2,2,1,864,4,1,864,2,5,0,0,2,300,4,4,1,0,0,127500,50,50,0,1.0,1476,0
1437,60.0,9000,0,1,2,0,2,0,1,1,0,0.0,2,1,2,2,1,864,2,1,864,2,5,0,0,2,528,2,2,1,0,1,120500,36,36,0,1.0,1480,0
729,85.0,11475,0,1,2,0,2,1,2,1,1,95.0,2,0,2,2,1,1584,2,1,1776,2,9,0,0,2,888,2,2,1,0,0,110000,51,51,25,2.0,1776,1
420,65.0,8450,0,1,1,0,2,0,2,1,0,0.0,2,0,2,2,1,1056,4,1,1056,2,6,1,1,3,304,2,2,1,0,0,142000,42,42,269,1.0,1831,1
376,0.0,10020,0,0,1,1,2,0,0,1,0,0.0,1,0,1,0,3,683,3,0,904,1,4,0,0,0,0,0,0,1,0,0,61000,87,59,0,0.5,1254,1
413,0.0,4403,0,0,1,0,2,0,3,1,1,432.0,4,1,4,2,2,1470,4,1,1478,3,7,1,3,3,484,2,2,1,0,0,222000,1,1,144,2.5,2056,1
75,60.0,5790,0,1,2,3,2,0,1,0,0,0.0,3,0,1,2,1,840,3,0,1605,2,8,0,0,2,379,2,2,1,0,0,107400,95,60,202,2.0,1605,0
1367,68.0,9179,0,0,1,2,2,0,3,1,1,158.0,3,1,3,2,1,873,4,1,1790,3,7,0,0,3,588,2,2,1,0,0,193000,9,9,88,2.5,2423,1
1142,0.0,10304,0,0,0,0,2,0,2,1,1,44.0,2,0,2,2,1,780,4,1,1868,3,9,1,2,3,484,2,2,1,448,0,197500,33,33,96,2.5,2249,1
501,21.0,1890,0,1,1,0,2,3,2,1,1,285.0,2,0,2,2,1,672,2,1,1218,2,7,0,0,2,264,2,2,1,144,0,113000,34,34,28,1.5,1574,0
826,114.0,14803,0,1,1,0,2,0,4,0,1,816.0,4,1,4,2,2,2078,4,1,2084,4,7,1,3,3,1220,2,2,1,188,0,385000,1,0,45,2.0,3720,1
196,24.0,2280,0,1,2,0,2,3,2,1,0,0.0,2,0,3,2,1,855,2,1,1456,2,7,1,2,3,440,2,2,1,87,0,148500,33,33,0,2.5,2022,0
1460,75.0,9937,0,1,1,1,2,0,2,1,0,0.0,3,0,2,2,1,1256,3,1,1256,2,6,0,0,3,276,2,2,1,736,0,147500,43,43,68,1.5,2376,1
617,0.0,7861,0,0,1,0,2,0,2,1,0,0.0,3,1,3,2,1,783,4,1,1509,3,7,1,3,3,393,2,2,1,100,0,183200,4,3,75,2.5,1966,1
115,61.0,7259,0,0,1,2,2,0,2,0,0,0.0,2,0,2,2,1,1028,4,1,2320,3,9,1,2,2,180,2,2,1,224,1,259500,62,5,0,2.5,3244,1
418,86.0,22420,0,0,1,2,1,0,2,0,0,0.0,2,0,3,2,1,1370,2,0,2624,2,10,1,3,2,864,2,2,0,0,0,239000,89,57,0,2.5,3752,1
602,50.0,9000,0,1,1,3,2,0,2,1,0,0.0,2,1,2,2,1,780,2,1,1375,3,6,1,3,2,544,2,2,0,0,0,141000,70,57,288,1.5,1375,0
970,75.0,10382,0,1,1,0,2,2,2,0,1,105.0,2,0,2,2,3,588,2,1,1095,2,6,0,0,3,264,2,2,1,0,0,140000,48,48,0,1.0,1608,1
922,67.0,8777,0,1,1,1,1,1,2,1,0,0.0,2,0,2,2,1,1272,3,1,2200,2,9,0,0,0,0,0,0,0,0,1,145900,108,5,70,3.0,3284,1
605,88.0,12803,0,0,1,2,2,0,3,1,1,99.0,3,1,3,2,1,1494,4,1,1494,3,6,1,2,3,530,2,2,1,192,0,221000,6,6,36,2.0,2416,1
1449,70.0,11767,0,1,1,1,2,0,1,1,0,0.0,2,0,1,2,1,560,3,0,1346,2,6,0,0,2,384,1,2,1,168,1,112000,97,7,24,1.5,1346,0
90,60.0,8070,0,1,1,2,2,0,1,1,0,0.0,2,1,3,2,1,990,4,1,990,2,5,0,0,0,0,0,0,1,0,0,123600,13,12,0,1.0,1578,1
849,75.0,45600,0,0,1,0,2,0,2,1,0,0.0,2,0,2,2,1,907,2,1,2358,2,10,1,3,2,360,1,2,1,486,0,240000,100,11,215,3.0,2358,0
1115,90.0,5400,0,1,1,3,2,0,2,1,0,0.0,2,0,2,2,1,833,4,1,833,3,4,0,0,2,326,2,2,1,0,1,117000,52,6,0,1.0,1248,0
1396,88.0,12665,0,0,1,2,2,0,3,0,1,245.0,3,1,3,3,3,1094,4,1,2482,3,9,1,3,1,642,2,2,1,144,0,281213,2,1,39,2.5,2482,0
754,80.0,10240,0,1,1,0,2,0,3,1,1,178.0,3,1,3,2,1,1030,3,1,2098,4,8,1,3,3,878,2,2,1,192,0,275500,1,1,52,2.5,2098,0
499,65.0,7800,0,1,1,1,2,0,2,0,1,89.0,2,1,2,2,1,864,4,1,899,3,5,0,0,3,288,2,2,1,64,1,130000,42,5,0,1.0,1349,0
12,85.0,11924,0,0,1,0,2,0,4,0,1,286.0,4,1,4,2,1,1175,4,1,2324,4,11,1,3,1,736,2,2,1,147,0,345000,1,0,21,3.0,3322,1
397,60.0,7200,0,1,1,2,2,0,2,0,0,0.0,2,0,2,2,2,894,2,1,894,2,6,0,0,2,600,2,2,1,215,0,123000,37,37,0,1.0,1671,0
285,50.0,8012,0,1,1,1,2,1,2,1,0,0.0,3,1,3,2,1,1575,3,1,1575,3,5,0,0,3,529,2,2,1,0,0,179200,15,15,52,2.0,2005,1
691,0.0,4426,0,1,1,2,2,1,2,1,1,147.0,3,1,3,2,3,848,4,1,848,3,3,1,2,3,420,2,2,1,149,0,141000,4,4,0,1.0,1545,1
1198,65.0,8850,0,0,2,3,2,0,3,1,0,0.0,2,0,2,2,1,815,4,1,1690,2,7,1,3,2,225,2,2,1,0,0,144000,90,56,330,1.0,1690,0
1368,41.0,2665,0,1,1,2,2,1,2,1,0,0.0,2,1,2,2,1,757,4,1,1475,2,6,1,2,3,336,2,2,1,104,0,127000,29,29,26,2.0,2196,0
690,61.0,7577,0,0,2,0,2,1,2,1,1,256.0,3,1,3,2,2,1362,4,1,1362,3,6,1,3,3,460,2,2,1,192,0,194700,2,1,28,2.0,1382,0
852,0.0,3196,0,1,1,0,2,1,3,1,1,40.0,3,1,3,2,3,1273,4,1,1456,3,7,1,2,3,400,2,2,1,143,0,215000,3,3,20,2.0,1456,0
160,134.0,19378,0,0,2,0,2,0,3,1,1,456.0,3,1,3,2,1,1392,4,1,2462,3,9,1,3,3,576,2,2,1,239,0,320000,1,0,300,2.5,2519,1
896,71.0,7056,0,1,1,0,2,0,2,0,1,415.0,2,0,2,2,1,780,2,1,1796,2,8,1,2,3,483,2,2,1,0,0,140000,45,45,50,1.5,2196,1
1193,60.0,9600,1,1,1,3,2,0,2,0,0,0.0,2,1,2,2,1,702,3,1,1472,3,6,0,0,2,250,2,1,0,0,1,125000,82,13,84,1.0,1472,0
